f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,emotion
3.741565e+01,1.810699e-01,3.674614e+01,3.973823e+01,4.186049e+01,5.114349e+00,1.327941e+02,8.898096e+01,8.565047e+01,4.995075e+01,3.381876e-01,1.366980e+00,9.213574e-03,3.910013e-02,7.743674e-01,7.651538e-01,8.896655e+00,6.484074e+00,8.415315e+00,6.826279e+00,1.789120e-01,1.530038e+00,8.496076e+00,1.599609e+00,1.002347e+01,9.719574e-01,2.901788e+00,5.148526e+00,1.525053e+00,1.011373e+01,5.193946e-02,1.895140e+00,1.125012e+00,6.705348e-01,6.956675e+00,7.963737e-01,7.845268e+00,7.794454e-01,2.016640e+01,3.943868e-01,6.907138e+02,4.374831e-01,1.094724e+03,3.011869e-01,-1.588000e+02,-4.771739e-01,1.716685e+03,2.151658e-01,8.406371e+02,4.944387e-01,-1.423968e+02,-5.847429e-01,2.815613e+03,1.089617e-01,5.461599e+02,3.182148e-01,-1.440775e+02,-5.609697e-01,-1.240426e+01,-6.189792e-01,2.128252e+01,3.622264e-01,7.850728e-02,5.411007e-01,-1.469236e-02,-8.247644e-01,4.711020e-01,5.806876e-01,1.698582e+01,7.754984e-01,6.262744e+00,1.759206e+00,-5.667572e+00,-3.794435e+00,-1.217461e+01,-1.530523e+00,-1.119877e+01,2.150918e+01,-6.590987e-03,4.756775e-03,4.598399e-02,2.950820e+00,1.333333e+00,2.300000e-01,2.289105e-01,3.980000e-01,4.285044e-01,-3.392887e+01,surprised
3.485817e+01,8.879780e-02,3.387700e+01,3.577988e+01,3.649103e+01,2.614033e+00,7.470519e+01,5.011781e+01,-6.789496e+01,1.105815e+02,5.363930e-01,1.358214e+00,1.835830e-02,8.998939e-02,1.129874e+00,1.111515e+00,1.591564e+01,1.193482e+01,1.471658e+01,9.147442e+00,3.241172e-01,1.497276e+00,1.380615e+01,7.219503e-01,9.668394e-01,8.527782e+00,3.037388e+00,4.160288e+00,-5.107405e-01,-3.226933e+01,2.306432e-02,1.226058e+00,1.204277e+00,7.147847e-01,5.696753e+00,8.545783e-01,4.279794e+00,2.717819e+00,1.526313e+01,4.268710e-01,7.521129e+02,4.071327e-01,1.032938e+03,2.834115e-01,-1.409443e+02,-6.263967e-01,1.818612e+03,1.882430e-01,8.299915e+02,4.640872e-01,-1.311110e+02,-6.661389e-01,2.779078e+03,1.237654e-01,6.838250e+02,2.470614e-01,-1.322846e+02,-6.486039e-01,-9.246672e+00,-6.233985e-01,1.808965e+01,2.905519e-01,6.968942e-02,7.780420e-01,-1.111918e-02,-1.250097e+00,8.178539e-01,5.717599e-01,1.930637e+01,5.245327e-01,2.640873e-02,4.060841e+02,5.933693e+00,2.819402e+00,-1.014622e+01,-2.043910e+00,-6.969292e+00,1.850385e+01,9.901979e-03,8.221534e-03,2.683670e-02,2.507837e+00,9.584665e-01,3.933333e-01,1.228368e-01,6.233333e-01,4.274212e-01,-2.898770e+01,fearful
3.635723e+01,2.238914e-01,2.941997e+01,3.940353e+01,4.243580e+01,1.301583e+01,1.151550e+02,5.394497e+01,1.719255e+02,9.864666e+01,3.619441e-01,1.300140e+00,9.153554e-03,6.613936e-02,7.797585e-01,7.706049e-01,8.913851e+00,5.999605e+00,9.034883e+00,5.660935e+00,2.126800e-01,1.449153e+00,9.712711e+00,1.229554e+00,8.243609e+00,8.791133e-01,3.023138e+00,4.520181e+00,1.593884e+00,1.063631e+01,9.480877e-02,1.578890e+00,1.247653e+00,6.874742e-01,5.443078e+00,1.098393e+00,4.687920e+00,4.391780e+00,1.525281e+01,1.041297e+00,6.216494e+02,4.583894e-01,1.037671e+03,2.718428e-01,-1.541592e+02,-5.359513e-01,1.653815e+03,2.237998e-01,7.172136e+02,3.695629e-01,-1.331777e+02,-6.695186e-01,2.738750e+03,1.183493e-01,6.047485e+02,3.769975e-01,-1.349373e+02,-6.415775e-01,-1.239651e+01,-5.786219e-01,2.159477e+01,3.370960e-01,6.582529e-02,6.195824e-01,-1.587708e-02,-8.530846e-01,5.657650e-01,4.687942e-01,1.771055e+01,6.298252e-01,4.972541e+00,1.564522e+00,-4.912248e+00,-3.645639e+00,-1.348580e+01,-1.462465e+00,-1.206428e+01,2.331044e+01,-2.182296e-02,8.826899e-03,1.801585e-02,2.912621e+00,6.600660e-01,5.400000e-01,3.200000e-01,6.333333e-01,4.234252e-01,-3.372109e+01,surprised
3.038223e+01,1.719547e-01,2.675908e+01,3.075321e+01,3.364232e+01,6.883240e+00,4.256609e+01,2.748455e+01,1.345008e+02,1.869853e+02,3.500689e-01,1.256054e+00,9.018423e-03,9.100039e-02,6.779784e-01,6.689600e-01,7.186941e+00,3.957561e+00,7.733734e+00,5.881999e+00,1.645336e-01,1.358869e+00,1.489944e+01,1.205625e+00,1.353606e+01,7.503978e-01,7.679829e+00,1.812868e+00,3.872023e+00,4.377811e+00,3.014275e-02,1.208004e+00,1.305235e+00,7.002623e-01,4.978284e+00,8.601525e-01,2.898401e+00,2.549917e+00,2.359126e+01,4.957086e-01,5.558713e+02,5.006884e-01,1.178871e+03,2.742005e-01,-1.232482e+02,-7.526629e-01,1.536446e+03,2.382087e-01,7.977766e+02,3.052373e-01,-1.166749e+02,-7.721685e-01,2.658033e+03,1.473745e-01,6.553722e+02,5.718995e-01,-1.193890e+02,-7.198643e-01,-1.334466e+01,-7.064887e-01,2.456605e+01,4.391084e-01,8.253200e-02,5.063887e-01,-1.513291e-02,-9.430261e-01,3.432364e-01,6.466104e-01,2.694894e+01,5.576065e-01,1.054881e+01,1.191679e+00,3.741330e+00,4.938957e+00,-4.720854e+00,-4.355800e+00,-1.394969e+01,2.428222e+01,-2.261029e-02,6.743620e-03,1.482760e-02,2.150538e+00,1.089918e+00,4.100000e-01,2.143595e-01,4.725000e-01,3.522339e-01,-3.489826e+01,angry
3.290329e+01,1.132454e-01,3.070917e+01,3.388980e+01,3.614117e+01,5.432003e+00,6.024684e+01,1.298638e+01,4.196794e+01,2.576586e+01,2.782592e-01,1.410335e+00,9.428063e-03,2.679147e-02,5.814115e-01,5.719834e-01,6.195550e+00,3.981750e+00,6.875386e+00,4.744397e+00,1.373634e-01,1.574979e+00,1.300540e+01,1.089037e+00,1.121413e+01,7.748936e-01,7.580437e+00,1.738936e+00,4.811152e+00,3.059261e+00,2.611815e-02,7.745025e-01,1.206774e+00,6.436300e-01,5.709119e+00,8.316551e-01,6.662419e+00,1.338329e+00,2.158506e+01,3.910145e-01,5.081425e+02,5.315849e-01,1.142741e+03,2.192337e-01,-1.505816e+02,-5.475758e-01,1.444918e+03,2.350386e-01,7.767954e+02,2.635294e-01,-1.370876e+02,-6.331865e-01,2.567864e+03,1.178635e-01,5.304341e+02,3.565975e-01,-1.396730e+02,-5.946687e-01,-1.265605e+01,-5.990031e-01,2.154158e+01,3.875204e-01,9.397955e-02,4.059978e-01,-1.443592e-02,-1.059667e+00,3.798591e-01,5.675150e-01,2.425707e+01,5.649456e-01,9.167889e+00,9.444577e-01,2.946139e+00,6.671533e+00,-6.759207e+00,-2.798887e+00,-1.604933e+01,2.729195e+01,-2.647103e-02,8.871864e-03,1.309167e-02,1.904762e+00,6.451613e-01,5.300000e-01,1.600000e-01,6.633334e-01,3.993606e-01,-3.615712e+01,surprised
2.908619e+01,2.395401e-01,2.636224e+01,2.939168e+01,3.151926e+01,5.157017e+00,5.078910e+02,1.457025e+02,3.742354e+01,3.223058e+01,1.836095e-01,1.223817e+00,8.013626e-03,4.512518e-02,3.766357e-01,3.686220e-01,6.104959e+00,3.585312e+00,3.148012e+00,1.718915e+00,8.813160e-02,1.814660e+00,1.332244e+01,1.275258e+00,1.180637e+01,8.286743e-01,1.243994e+01,1.067648e+00,3.282183e+00,3.942392e+00,2.568894e-02,1.586798e+00,1.182099e+00,5.962834e-01,5.002494e+00,8.907126e-01,4.809804e+00,1.591679e+00,2.482352e+01,4.570881e-01,5.162565e+02,4.355180e-01,1.175116e+03,2.509202e-01,-1.313207e+02,-6.866404e-01,1.560009e+03,2.214703e-01,8.512784e+02,4.473566e-01,-1.330212e+02,-6.334265e-01,2.577291e+03,1.145962e-01,7.342673e+02,4.503448e-01,-1.347627e+02,-6.070035e-01,-1.625199e+01,-6.357872e-01,2.448001e+01,4.138531e-01,4.034149e-02,1.223208e+00,-1.581325e-02,-9.056913e-01,2.098831e-01,9.722983e-01,2.719325e+01,5.687604e-01,1.437024e+01,7.723370e-01,1.803904e+01,1.031272e+00,-4.414124e+00,-3.469217e+00,-1.177687e+01,2.258460e+01,-1.536766e-02,8.953750e-03,1.366548e-02,1.949861e+00,1.420455e+00,2.640000e-01,2.031354e-01,3.483333e-01,4.497561e-01,-4.057972e+01,disgust
2.674069e+01,9.161402e-02,2.461139e+01,2.649155e+01,2.931419e+01,4.702797e+00,5.669311e+01,6.062791e+01,3.907767e+01,2.787787e+01,1.471740e-01,1.309294e+00,8.745912e-03,1.603648e-02,3.347410e-01,3.259951e-01,2.438547e+00,1.635885e+00,2.985891e+00,1.669570e+00,5.115153e-02,1.434041e+00,1.344868e+01,1.276992e+00,1.473706e+01,5.441560e-01,9.637148e+00,1.100117e+00,1.131464e+01,8.729283e-01,2.959933e-02,3.074724e+00,8.188009e-01,4.226597e-01,5.196700e+00,5.375275e-01,2.844764e+00,1.952530e+00,2.540477e+01,2.655433e-01,4.074124e+02,2.776156e-01,1.166809e+03,1.555950e-01,-1.326248e+02,-7.019095e-01,1.375563e+03,1.331441e-01,8.951409e+02,3.326339e-01,-1.360211e+02,-6.419556e-01,2.387344e+03,1.005922e-01,7.362539e+02,2.670286e-01,-1.387990e+02,-6.010505e-01,-1.505768e+01,-4.550467e-01,2.537527e+01,2.745144e-01,7.279324e-02,4.624830e-01,-1.499526e-02,-6.051094e-01,1.307416e-01,5.028529e-01,3.069493e+01,4.238566e-01,1.205517e+01,8.277941e-01,6.837749e+00,2.338731e+00,5.144123e+00,2.280876e+00,-1.714971e+01,2.831836e+01,-3.737937e-02,8.180602e-03,9.315504e-03,1.904762e+00,6.451613e-01,5.350000e-01,2.050000e-01,6.600000e-01,4.030715e-01,-4.398858e+01,happy
3.384500e+01,1.440053e-01,3.210814e+01,3.412960e+01,3.747311e+01,5.364979e+00,1.950823e+02,1.247331e+02,2.056774e+01,2.198157e+01,6.018050e-01,1.289155e+00,8.722182e-03,3.729037e-02,1.284288e+00,1.275566e+00,1.470325e+01,8.928403e+00,1.683712e+01,7.853214e+00,4.064346e-01,1.422089e+00,1.245488e+01,1.030803e+00,1.032483e+01,8.959324e-01,7.937291e+00,1.693299e+00,1.686382e+00,9.622293e+00,3.874370e-02,1.772031e+00,1.314555e+00,7.855627e-01,5.258828e+00,8.575765e-01,4.346417e+00,2.234334e+00,1.635162e+01,6.374626e-01,6.751319e+02,4.162851e-01,1.054635e+03,2.409292e-01,-1.334543e+02,-6.887977e-01,1.738131e+03,1.920325e-01,6.964442e+02,5.692466e-01,-1.269639e+02,-7.004017e-01,2.798638e+03,1.269576e-01,6.710712e+02,4.896813e-01,-1.274905e+02,-6.914816e-01,-1.033832e+01,-6.472949e-01,1.892712e+01,4.284784e-01,3.457380e-02,1.510841e+00,-1.648726e-02,-7.851395e-01,9.359601e-01,6.106223e-01,2.054741e+01,5.842392e-01,4.133854e+00,2.438830e+00,4.652680e+00,4.156314e+00,-1.027920e+01,-1.883902e+00,-1.512023e+01,2.609056e+01,-2.043448e-02,5.375556e-03,5.657037e-02,2.840909e+00,8.645533e-01,4.566667e-01,3.843898e-01,5.075000e-01,4.569669e-01,-2.829225e+01,angry
2.887622e+01,1.754940e-01,2.674076e+01,2.845781e+01,3.025653e+01,3.515770e+00,3.632437e+02,1.753749e+02,2.801347e+01,2.640612e+01,2.378686e-01,1.108832e+00,8.764983e-03,1.121338e-01,4.765388e-01,4.677738e-01,3.886356e+00,2.874918e+00,3.804120e+00,1.774151e+00,9.157342e-02,1.208036e+00,1.619279e+01,1.103971e+00,1.378302e+01,7.749236e-01,6.970792e+00,2.022796e+00,2.947891e+00,5.830586e+00,2.453661e-02,1.090195e+00,1.003654e+00,7.246373e-01,4.850463e+00,8.163685e-01,5.001646e+00,1.649964e+00,2.754790e+01,3.863471e-01,5.681768e+02,4.439082e-01,1.122182e+03,2.007014e-01,-1.154958e+02,-8.175644e-01,1.552037e+03,2.392181e-01,8.240889e+02,3.932990e-01,-1.183615e+02,-7.467589e-01,2.703761e+03,1.338136e-01,5.141097e+02,4.113178e-01,-1.215810e+02,-6.915417e-01,-1.568584e+01,-6.351403e-01,2.693329e+01,4.083019e-01,7.702680e-02,4.730426e-01,-1.830319e-02,-7.875115e-01,1.806507e-01,5.655862e-01,3.050797e+01,4.563800e-01,1.578257e+01,8.119067e-01,4.867141e+00,3.923475e+00,-6.175669e+00,-3.326246e+00,-1.172999e+01,2.186628e+01,-1.607258e-02,9.227120e-03,1.865194e-02,2.956989e+00,1.362398e+00,3.280000e-01,3.383726e-01,3.200000e-01,3.800439e-01,-4.006411e+01,disgust
2.320258e+01,9.540658e-02,2.142360e+01,2.301377e+01,2.541021e+01,3.986605e+00,7.245854e+01,6.692259e+01,8.615750e+00,1.310262e+01,6.504502e-02,1.177028e+00,8.717830e-03,1.595814e-02,1.226454e-01,1.139276e-01,2.272997e+00,2.042267e+00,1.263700e+00,6.192775e-01,1.754520e-02,1.261785e+00,1.173864e+01,1.249982e+00,1.496652e+01,6.214280e-01,1.349195e+01,7.587883e-01,1.307683e+01,7.182305e-01,3.601075e-02,8.108553e-01,1.108709e+00,6.632825e-01,3.070511e+00,1.069980e+00,9.209137e+00,1.492503e+00,2.927930e+01,2.879081e-01,5.183976e+02,4.900142e-01,1.206094e+03,2.152450e-01,-1.498424e+02,-5.465810e-01,1.528806e+03,1.674902e-01,8.908340e+02,3.266875e-01,-1.531707e+02,-4.973424e-01,2.581250e+03,1.014421e-01,7.770446e+02,3.539286e-01,-1.545065e+02,-4.779205e-01,-1.658532e+01,-6.036767e-01,2.463973e+01,4.564532e-01,1.791137e-02,1.727090e+00,-3.773822e-03,-1.928958e+00,4.146159e-02,4.898820e-01,2.256599e+01,6.235402e-01,1.875009e+01,7.522550e-01,1.773792e+01,7.908598e-01,1.339251e+01,8.975495e-01,-1.768116e+01,2.887699e+01,-4.227787e-02,7.714106e-03,9.093269e-03,2.769231e+00,1.250000e+00,2.075000e-01,1.114394e-01,4.560000e-01,4.567538e-01,-5.517887e+01,calm
3.040472e+01,1.418974e-01,2.710922e+01,3.081537e+01,3.434774e+01,7.238520e+00,1.580895e+02,1.339550e+02,4.292182e+01,3.390334e+01,3.014403e-01,1.265817e+00,9.138579e-03,3.694269e-02,6.643465e-01,6.552079e-01,9.952888e+00,5.097091e+00,7.855105e+00,4.836802e+00,1.416646e-01,1.320121e+00,1.382922e+01,1.122446e+00,1.104672e+01,9.403752e-01,9.826338e+00,1.489111e+00,4.693193e+00,3.112628e+00,2.871350e-02,1.373123e+00,1.178745e+00,7.950279e-01,4.475376e+00,9.492316e-01,3.430522e+00,2.244356e+00,1.988477e+01,5.486893e-01,5.432916e+02,4.198383e-01,1.102475e+03,2.512252e-01,-1.313024e+02,-6.982905e-01,1.546175e+03,1.920090e-01,8.433502e+02,4.330087e-01,-1.274833e+02,-6.969405e-01,2.623244e+03,1.287390e-01,6.124339e+02,5.163111e-01,-1.293719e+02,-6.672344e-01,-1.276071e+01,-7.106926e-01,2.211235e+01,4.570679e-01,5.596397e-02,6.637228e-01,-1.586949e-02,-9.419534e-01,3.190605e-01,5.282227e-01,2.639616e+01,5.650182e-01,8.896767e+00,1.368864e+00,5.865618e+00,3.702565e+00,-5.536590e+00,-3.045171e+00,-1.591936e+01,2.661350e+01,-3.552645e-02,7.307558e-03,2.623054e-02,2.785515e+00,8.474576e-01,4.633333e-01,3.873270e-01,5.200000e-01,4.628715e-01,-3.686162e+01,angry
3.121009e+01,1.261371e-01,2.891655e+01,3.158654e+01,3.481689e+01,5.900335e+00,4.649660e+01,2.171953e+01,1.812159e+01,2.354100e+01,3.614010e-01,1.331831e+00,8.820246e-03,2.259242e-02,6.822907e-01,6.734705e-01,7.777915e+00,4.655804e+00,9.114429e+00,7.073757e+00,1.641077e-01,1.361653e+00,1.453844e+01,1.039753e+00,1.252697e+01,7.278455e-01,7.057940e+00,2.173687e+00,2.723267e+00,6.163882e+00,3.079490e-02,1.241274e+00,1.142128e+00,6.664400e-01,5.613180e+00,8.239561e-01,2.544330e+00,3.280244e+00,2.024574e+01,4.193840e-01,5.138666e+02,5.448202e-01,1.174728e+03,2.221048e-01,-1.365789e+02,-6.624448e-01,1.470261e+03,2.323504e-01,8.398403e+02,3.359365e-01,-1.260340e+02,-7.182137e-01,2.594455e+03,1.480839e-01,5.962429e+02,3.768483e-01,-1.288394e+02,-6.746134e-01,-1.118350e+01,-6.977714e-01,2.221139e+01,3.838117e-01,9.269620e-02,4.184684e-01,-1.586731e-02,-9.286105e-01,3.881457e-01,5.082649e-01,2.641269e+01,5.247000e-01,7.312652e+00,1.385148e+00,1.323601e+00,1.683608e+01,-9.248590e+00,-2.227778e+00,-1.511096e+01,2.557988e+01,-2.377161e-02,5.171108e-03,1.802443e-02,2.023121e+00,5.865103e-01,6.800000e-01,2.100000e-01,6.666666e-01,3.732142e-01,-3.383833e+01,angry
3.709995e+01,1.591024e-01,3.642831e+01,3.736818e+01,4.219114e+01,5.762829e+00,1.738068e+02,1.295842e+02,2.670495e+01,4.857568e+01,1.625462e-01,1.483131e+00,7.687823e-03,1.474831e-02,3.452110e-01,3.375232e-01,5.324496e+00,3.598728e+00,4.579114e+00,2.554651e+00,8.123956e-02,1.794978e+00,1.153331e+01,1.220908e+00,1.038322e+01,7.531698e-01,2.302215e+00,5.328794e+00,2.877357e+00,4.726857e+00,2.776422e-02,1.235543e+00,1.253498e+00,7.944887e-01,6.983741e+00,7.755820e-01,1.064440e+01,9.123324e-01,2.337006e+01,4.313628e-01,6.297037e+02,4.269430e-01,1.178073e+03,2.207315e-01,-1.633274e+02,-4.390440e-01,1.636959e+03,2.330050e-01,9.011814e+02,2.496070e-01,-1.447195e+02,-5.469036e-01,2.765727e+03,1.542656e-01,8.452195e+02,5.744495e-01,-1.468396e+02,-5.176303e-01,-1.543169e+01,-6.770820e-01,2.601484e+01,4.262203e-01,8.986056e-02,4.269518e-01,-1.254641e-02,-8.501409e-01,2.322114e-01,7.570115e-01,2.356776e+01,5.852079e-01,9.166992e+00,1.092653e+00,-7.328304e+00,-2.241489e+00,-9.105835e+00,-1.598525e+00,-1.325558e+01,2.363019e+01,-7.319438e-03,6.461308e-03,1.007415e-02,2.564103e+00,9.771987e-01,3.300000e-01,3.394112e-01,5.025000e-01,4.747302e-01,-4.090875e+01,surprised
2.718197e+01,1.022940e-01,2.500141e+01,2.744444e+01,2.940308e+01,4.401670e+00,5.803677e+01,6.429984e+01,2.933450e+01,1.235473e+01,1.671803e-01,1.290337e+00,8.268029e-03,2.131850e-02,3.506904e-01,3.424223e-01,3.735388e+00,3.127573e+00,2.956621e+00,1.678321e+00,6.024488e-02,1.454756e+00,1.402899e+01,1.333030e+00,1.409190e+01,6.982366e-01,7.331814e+00,1.593559e+00,4.910419e+00,2.884831e+00,2.802827e-02,2.124317e+00,1.071840e+00,6.017311e-01,4.767774e+00,7.759333e-01,2.428452e+00,2.417400e+00,2.747097e+01,3.495511e-01,4.798653e+02,4.905832e-01,1.159574e+03,2.565517e-01,-1.319231e+02,-6.911888e-01,1.429389e+03,1.990810e-01,8.274190e+02,3.301317e-01,-1.338399e+02,-6.468930e-01,2.521913e+03,1.038735e-01,7.280781e+02,4.497122e-01,-1.376781e+02,-5.910051e-01,-1.626762e+01,-5.416761e-01,2.687914e+01,3.745752e-01,6.531600e-02,5.108634e-01,-1.957404e-02,-7.532474e-01,1.487691e-01,6.041457e-01,3.070092e+01,5.303732e-01,1.628898e+01,6.970949e-01,4.715518e+00,3.564996e+00,-3.059753e+00,-6.311537e+00,-1.199845e+01,2.259091e+01,-1.828421e-02,7.799793e-03,1.060170e-02,1.734104e+00,1.173021e+00,3.025000e-01,1.451508e-01,4.220000e-01,4.371453e-01,-4.204311e+01,disgust
2.885328e+01,9.813716e-02,2.692791e+01,2.889936e+01,3.151038e+01,4.582476e+00,1.645632e+02,1.479308e+02,3.068808e+01,1.740315e+01,2.703553e-01,1.189231e+00,8.279732e-03,1.144105e-01,5.505580e-01,5.422783e-01,4.667789e+00,2.454832e+00,4.081425e+00,2.683956e+00,1.139804e-01,1.387452e+00,1.481819e+01,1.203860e+00,1.342427e+01,7.634143e-01,8.399600e+00,1.643424e+00,3.522696e+00,4.884673e+00,4.927083e-02,1.788984e+00,1.299656e+00,6.720587e-01,4.826060e+00,7.872032e-01,4.292477e+00,1.490824e+00,2.484752e+01,3.965041e-01,5.312838e+02,4.482688e-01,1.180215e+03,2.285948e-01,-1.175500e+02,-7.966670e-01,1.526827e+03,2.176974e-01,7.961672e+02,4.479029e-01,-1.176943e+02,-7.549907e-01,2.672521e+03,1.027455e-01,6.428541e+02,5.366991e-01,-1.211345e+02,-7.014086e-01,-1.588979e+01,-5.601333e-01,2.645642e+01,3.921828e-01,6.107559e-02,5.871094e-01,-1.903642e-02,-7.752317e-01,2.267222e-01,7.493510e-01,2.758842e+01,5.154364e-01,1.506172e+01,8.474588e-01,6.723359e+00,2.813545e+00,-5.289773e+00,-4.051502e+00,-1.206216e+01,2.253437e+01,-2.541465e-02,9.704693e-03,2.080633e-02,2.688172e+00,1.089918e+00,4.125000e-01,3.245285e-01,4.800000e-01,3.894226e-01,-3.760857e+01,disgust
3.554235e+01,1.603765e-01,3.320848e+01,3.703401e+01,3.971216e+01,6.503674e+00,2.821959e+02,3.405270e+02,8.718896e+01,6.467418e+01,1.033795e+00,1.199317e+00,2.116633e-02,2.583681e-01,2.252582e+00,2.231416e+00,2.083153e+01,1.006601e+01,1.673664e+01,1.108122e+01,9.260967e-01,1.436170e+00,1.406758e+01,9.233959e-01,6.926803e+00,1.620734e+00,7.883035e+00,1.834997e+00,-4.643196e+00,-4.323876e+00,5.736370e-02,1.605081e+00,1.303675e+00,7.048641e-01,4.462308e+00,1.104545e+00,4.650209e+00,2.148879e+00,1.548626e+01,6.504207e-01,7.214434e+02,3.685408e-01,1.062192e+03,2.127970e-01,-1.276377e+02,-7.136849e-01,1.827721e+03,1.935670e-01,6.597822e+02,5.405371e-01,-1.162426e+02,-7.684910e-01,2.892009e+03,1.282757e-01,6.557859e+02,3.934209e-01,-1.169777e+02,-7.557876e-01,-9.702588e+00,-7.093701e-01,1.903517e+01,3.967946e-01,2.578761e-02,1.604898e+00,-1.923682e-02,-7.857353e-01,1.865959e+00,6.741679e-01,1.933270e+01,6.035567e-01,2.537908e+00,4.947773e+00,4.071976e+00,4.653276e+00,-1.766422e+01,-1.188381e+00,-1.779290e+01,2.955765e+01,-2.934732e-02,3.967349e-03,1.426330e-01,2.551021e+00,1.291990e+00,3.500000e-01,2.149418e-01,4.975000e-01,4.154139e-01,-2.204830e+01,angry
2.485022e+01,2.520495e-01,2.230486e+01,2.421424e+01,2.591803e+01,3.613171e+00,3.657006e+01,1.852347e+01,5.227077e+01,0.000000e+00,7.737628e-02,1.090861e+00,8.669800e-03,2.893586e-02,1.694020e-01,1.607322e-01,1.562139e+00,1.258155e+00,8.384997e-01,3.719089e-01,1.654476e-02,1.176774e+00,1.254222e+01,1.227413e+00,1.597114e+01,4.956817e-01,1.397060e+01,7.396374e-01,1.351058e+01,7.726438e-01,1.852146e-02,1.217960e+00,1.133095e+00,7.637140e-01,4.412959e+00,8.538200e-01,8.709563e+00,4.692383e-01,2.685846e+01,3.581268e-01,5.480001e+02,4.447429e-01,1.161389e+03,2.373771e-01,-1.317358e+02,-6.716619e-01,1.606460e+03,2.270513e-01,8.778331e+02,4.429395e-01,-1.343788e+02,-6.188880e-01,2.641677e+03,1.300551e-01,7.439541e+02,5.617043e-01,-1.351007e+02,-6.039695e-01,-1.541846e+01,-6.491370e-01,2.250253e+01,5.006542e-01,1.895532e-02,1.295742e+00,-1.229037e-02,-1.050989e+00,3.382469e-02,5.100204e-01,2.320675e+01,6.657454e-01,1.852662e+01,5.242772e-01,1.524761e+01,9.097944e-01,7.721607e+00,1.443744e+00,-1.849447e+01,2.980229e+01,-4.932899e-02,9.821045e-03,6.590507e-03,1.861702e+00,1.886793e+00,1.900000e-01,1.101946e-01,3.683333e-01,4.509034e-01,-5.458958e+01,calm
2.772588e+01,1.471014e-01,2.381813e+01,2.833029e+01,3.163654e+01,7.818405e+00,1.383591e+02,1.596654e+02,3.253241e+01,9.442117e+00,2.170094e-01,1.309226e+00,8.199909e-03,2.576133e-02,4.841200e-01,4.759201e-01,5.970226e+00,3.914659e+00,5.861541e+00,3.590457e+00,9.739787e-02,1.410041e+00,1.319190e+01,1.207533e+00,1.429471e+01,6.188770e-01,8.378108e+00,1.694344e+00,6.639530e+00,1.968396e+00,4.744432e-02,1.244673e+00,1.346564e+00,5.656202e-01,3.116689e+00,1.334686e+00,5.511545e+00,1.358679e+00,2.477330e+01,4.781016e-01,5.205181e+02,3.953352e-01,1.123290e+03,2.872759e-01,-1.307341e+02,-6.993667e-01,1.503209e+03,1.616161e-01,7.867269e+02,3.853603e-01,-1.319040e+02,-6.593658e-01,2.588742e+03,1.132538e-01,7.233740e+02,5.147091e-01,-1.346293e+02,-6.196172e-01,-1.397712e+01,-6.847743e-01,2.455655e+01,4.468839e-01,4.807932e-02,8.140377e-01,-1.618142e-02,-9.958748e-01,2.241198e-01,5.876648e-01,2.605538e+01,5.616021e-01,1.336810e+01,8.916337e-01,6.281165e+00,3.342765e+00,-1.014782e+00,-1.552754e+01,-1.474499e+01,2.588900e+01,-2.781335e-02,7.007478e-03,2.271491e-02,2.601156e+00,1.173021e+00,3.125000e-01,1.901808e-01,4.140000e-01,4.467483e-01,-4.055973e+01,angry
